Index,Brand,Product
8996,CLOS DU MOULIN AUX MOINES CLOS DE LA PERIRERE RED,n/a
8997,CLOS DU MOULIN AUX MOINES CLOS DE LA PERIRERE WHITE,n/a
8998,CLOS DU MOULIN AUX MOINES CLOS ORGELOT POMMARD PREMIER CRU,n/a
8999,CLOS DU MOULIN AUX MOINES LES BEAUMONTS CHOREY LES BEAUNE,n/a
9000,CLOS DU MOULIN AUX MOINES LES CENT VIGNES BEAUNE PREMIER CRU,n/a
9001,CLOS DU MOULIN AUX MOINES POMMARD PREMIER CRU RED,n/a
9002,CLOS DU MOULIN AUX MOINES POMMARD PREMIER CRU WHITE,n/a
9003,CLOS DU MOULIN AUX MOINES SAINT ROMAIN PROTEGE,n/a
9004,CLOS DU MOULIN AUX MOINES SOURS LE CELLIER MONTHELIE PROTEGE,n/a
9005,CLOS DU TUE BOEUF VIN DE FRANCE P TIT BLANC,n/a
9006,CLOS DU TUE BOEUF VIN DE FRANCE VIN ROUGE,n/a
9007,CLOS DU VAL CABERNET FRANC HIRONDELLE VINEYARD NAPA VALLEY STAGS LEAP DISTRICT,n/a
9008,CLOS DU VAL CABERNET SAUVIGNON HIRONDELLE VINEYARD ESTATE STAGS LEAP DISTRICT NAPA VALLEY,n/a
9009,CLOS DU VAL CABERNET SAUVINGNON ESTATE NAPA VALLEY,n/a
9010,CLOS DU VAL CHARDONNAY ESTATE CARNEROS NAPA VALLEY,n/a
9011,CLOS DU VAL CHARDONNAY NAPA VALLEY,n/a
9012,CLOS DU VAL CHARDONNAY TRIAL SERIES LOS CARNEROS NAPA VALLEY,n/a
9013,CLOS DU VAL MALBEC ESTATE NAPA VALLEY,n/a
9014,CLOS DU VAL MERLOT SVS NAPA VALLEY,n/a
9015,CLOS DU VAL NON VINTAGE CABERNET SAUVIGNON STAGS LEAP DISTRICT,n/a
9016,CLOS DU VAL NON VINTAGE RED WINE BLEND STAGS LEAP DISTRICT,n/a
9017,CLOS DU VAL PINOT NOIR ESTATE CARNEROS NAPA VALLEY,n/a
9018,CLOS DU VAL PINOT NOIR GRAN VAL VINEYARD ROSE LOS CAMEROS NAPA VALLEY,n/a
9019,CLOS DU VAL PINOT NOIR PETALUMA GAP SONOMA COAST,n/a
9020,CLOS DU VAL RIESLING PETALUMA GAP,n/a
9021,CLOS DU VAL ROSE OF CABERNET FRANC CALIFORNIA,n/a
9022,CLOS DU VAL SAUVIGNON BLANC STATE LANE VINEYARD NAPA VALLEY YOUNTVILLE,n/a
9023,CLOS DU VAL WHITE BLEND THREE GRACES WHITE NORTH COAST,n/a
9024,CLOS ERASMUS RED PRIORAT,n/a
9025,CLOS FORNELLI BLANC,n/a
9026,CLOS FORNELLI LA ROBE D'ANGE,n/a
9027,CLOS FORNELLI ROSE,n/a
9028,CLOS FORNELLI,n/a
9029,CLOS HENRI ESTATE PINOT NOIR WAIMAUNGA,n/a
9030,CLOS HENRI ESTATE PINOT NOIR,n/a
9031,CLOS HENRI ESTATE SAUVIGNON BLANC,n/a
9032,CLOS HENRI SAUVIGNON BLANC OTIRA,n/a
9033,CLOS JAUGUEYRON HAUT-MEDOC,n/a
9034,CLOS JAUGUEYRON MARGAUX NOUT,n/a
9035,CLOS LACHANCE ESTATE CHARDONNAY MONTEREY COUNTY,n/a
9036,CLOS LACHANCE PETIT VERDOT SANTA CLARA VALLEY,n/a
9037,CLOS LACHANCE WHITESTONE VINEYARD CABERNET SAUVIGNON CENTRAL COAST,n/a
9038,CLOS MARSALETTE,n/a
9039,CLOS MOGADOR CLOS NELIN PRIORAT BLANCO,n/a
9040,CLOS MOGADOR PRIORATO TINTO,n/a
9041,CLOS ORNAASCA AJACCIO RED WINE,n/a
9042,CLOS PALET Ã¢â‚¬â€œ VOUVRAY,n/a
9043,CLOS PEGASE CABERNET SAUVIGNON CALISTOGA,n/a
9044,CLOS PEGASE CHARDONNAY MITSUKO'S VINEYARD CARNEROS,n/a
9045,CLOS PEGASE MERLOT CARNEROS,n/a
9046,CLOS PEGASE PINOT NOIR CARNEROS,n/a
9047,CLOS PEGASE ROSE NAPA VALLEY ESTATE BOTTLED,n/a
9048,CLOS PEGASE SAUVIGNON BLANC CARNEROS,n/a
9049,CLOS PICHOT,n/a
9050,CLOS ROUGEARD SAUMUR CHAMPIGNY,n/a
9051,CLOS SAINT JEAN CHATEAUNEUF DU PAPE,n/a
9052,CLOS SAINT MARTIN,n/a
9053,CLOS SONOMA CABERNET SAUVIGNON,n/a
9054,CLOS ST ANTONIN CHATEAUNEUF DU PAPE,n/a
9055,CLOS ST ANTONIN COTES DU RHONE,n/a
9056,CLOS TRIGUEDINA CAHORS MALBEC DU CLOS,n/a
9057,CLOS VENTURI ALTARE BLANC,n/a
9058,CLOS VENTURI ALTARE ROUGE,n/a
9059,CLOS VENTURI BRAMA BIANCU GENTILE P. 164,n/a
9060,CLOS VENTURI BRAMA CARCAGHJOLU P.738,n/a
9061,CLOS VENTURI BRAMA SCIACCARELLU P.738,n/a
9062,CLOS VENTURI BRAMA SYRAH,n/a
9063,CLOS VENTURI LE CLOS RED WINE,n/a
9064,CLOS VENTURI LE CLOS,n/a
9065,CLOS VERNIER AT WORDEN HILL VINEYARD,n/a
9066,CLOSERIE DU CHENE - CHRISTIANA - GRAND CRU,n/a
9067,CLOT DEL PILA - LA PERLA COTE DU ROUSSILLON RED,n/a
9068,CLOTILDE DAVENNE BOURGOGNE ALIGOTE,n/a
9069,CLOTILDE DAVENNE BOURGOGNE BLANC,n/a
9070,CLOTILDE DAVENNE CHABLIS,n/a
9071,CLOTILDE DAVENNE CREMANT DE BOURGOGNE,n/a
9072,CLOUD STEPPER,n/a
9073,CLOUDFALL CHARDONNAY MONTEREY COUNTY,n/a
9074,CLOUDFALL PINOR NOIR MONTEREY COUNTY,n/a
9075,CLOUDFALL SAUVIGNON BLANC MONTERY COUNTY,n/a
9076,CLOUDLINE WILLAMETTE VALLEY PINOT NOIR OREGON,n/a
9077,CLOUDY BAY PINOT NOIR TE WAHI MARLBOROUGH NEW ZEALAND,n/a
9078,CLOUDY BAY RIESLING LATE HARVEST MARLBOROUGH NEW ZEALAND,n/a
9079,CLOUDY BAY RIESLING MARLBOROUGH,n/a
9080,CLOVERLEIGH FARM SAISON,n/a
9081,CLOWN SHOES ANCHOR WATCH,n/a
9082,CLOWN SHOES AURORA ORANGEALIS,n/a
9083,CLOWN SHOES BAKED GOODS,n/a
9084,CLOWN SHOES BLAECORN UNIDRAGON,n/a
9085,CLOWN SHOES BLAECORN YULEDRAGON,n/a
9086,CLOWN SHOES BURNT CARAMEL,n/a
9087,CLOWN SHOES COCONUT SOMBRERO,n/a
9088,CLOWN SHOES COSMIC WAFFLE,n/a
9089,CLOWN SHOES CRUNKLE SAM,n/a
9090,CLOWN SHOES FRUITORIAN (V2),n/a
9091,CLOWN SHOES FRUITORIAN,n/a
9092,CLOWN SHOES GALACTICA - DANK NEBULA,n/a
9093,CLOWN SHOES GALACTICA SOCAL CITRA,n/a
9094,CLOWN SHOES GALACTICAKE,n/a
9095,CLOWN SHOES HAZY JUICY CRYO DOUBLE IPA,n/a
9096,CLOWN SHOES LEVIATHAN,n/a
9097,CLOWN SHOES LIONHEARTED,n/a
9098,CLOWN SHOES LUCHA,n/a
9099,CLOWN SHOES MAD PERF,n/a
9100,CLOWN SHOES MIST ON THE OAKS,n/a
9101,CLOWN SHOES ONCE UPON A TIME IN THE FAR EAST,n/a
9102,CLOWN SHOES ONE MAN HOLIDAY,n/a
9103,CLOWN SHOES OUTER LIMITS,n/a
9104,CLOWN SHOES PECAN PIE PORTER,n/a
9105,CLOWN SHOES PUMPKIN SOMBRERO,n/a
9106,CLOWN SHOES REINDEER GAMES,n/a
9107,CLOWN SHOES ROAD TO HOPLAND,n/a
9108,CLOWN SHOES ROYAL STANDARD,n/a
9109,CLOWN SHOES SNOW ON THE MAPLE TREE,n/a
9110,CLOWN SHOES SPACE CAKE,n/a
9111,CLOWN SHOES SWAGGER,n/a
9112,CLOWN SHOES TECOH'S,n/a
9113,CLUB 44 MEDITERRANEE ROSE,n/a
9114,CLUB CARIBE 151,n/a
9115,CLUB CARIBE BANANA - CARIBBEAN RUM WITH NATURAL FLAVORS,n/a
9116,CLUB CARIBE BANANA - CARIBBEAN STYLE RUM WITH NATURAL FLAVORS,n/a
9117,CLUB CARIBE COCONUT - CARIBBEAN RUM WITH NATURAL FLAVORS,n/a
9118,CLUB CARIBE COCONUT - CARIBBEAN STYLE RUM WITH NATURAL FLAVORS,n/a
9119,CLUB CARIBE LEMON - CARIBBEAN RUM WITH NATURAL FLAVORS,n/a
9120,CLUB CARIBE LEMON - CARIBBEAN STYLE RUM WITH NATURAL FLAVORS,n/a
9121,CLUB CARIBE MANGO - CARIBBEAN RUM WITH NATURAL FLAVORS,n/a
9122,CLUB CARIBE MANGO - CARIBBEAN STYLE RUMWITH NATURAL FLAVORS,n/a
9123,CLUB CARIBE MELON,n/a
9124,CLUB CARIBE ORANGE VANILLA,n/a
9125,CLUB CARIBE PINEAPPLE - CARIBBEAN RUM WITH NATURAL FLAVORS,n/a
9126,CLUB CARIBE PINEAPPLE - CARIBBEAN STYLE RUM WITH NATURAL FLAVORS,n/a
9127,CLUB CARIBE PUERTO RICAN RUM 151Ã‚Â° 0081 75.50%,n/a
9128,CLUB CARIBE RASPBERRY - CARIBBEAN RUM WITH NATURAL FLAVOR,n/a
9129,CLUB CARIBE RASPBERRY - CARIBBEAN STYLE RUM WITH NATURAL FLAVOR,n/a
9130,CLUB CARIBE RUM SPECIALTIES BANANA 0037 27.50%,n/a
9131,CLUB CARIBE RUM SPECIALTIES COCONUT 0043 27.50%,n/a
9132,CLUB CARIBE RUM SPECIALTIES LEMON 0052 27.50%,n/a
9133,CLUB CARIBE RUM SPECIALTIES MANGO 0056 27.50%,n/a
9134,CLUB CARIBE RUM SPECIALTIES MELON 0166 27.50%,n/a
9135,CLUB CARIBE RUM SPECIALTIES ORANGE VANILLA 0085 27.50%,n/a
9136,CLUB CARIBE RUM SPECIALTIES PINEAPPLE 0059 27.50%,n/a
9137,CLUB CARIBE RUM SPECIALTIES RASPBERRY 0064 27.50%,n/a
9138,CLUBSTAIL SUNNY MARGARITA,n/a
9139,CLUBTAIL CRUSHERS -BAHAMA MAMA,n/a
9140,CLUBTAILS BAHAMA MAMA,n/a
9141,CLUBTAILS CRUSHERS - PINK LEMONADE,n/a
9142,CLUBTAILS CRUSHERS - SUNNY MARGARITA,n/a
9143,CLUBTAILS CRUSHERS :  SCREWDRIVER,n/a
9144,CLUBTAILS GRAPE COCKTAIL,n/a
9145,CLUBTAILS LONG ISLAND ICED TEA,n/a
9146,CLUBTAILS SCREWDRIVER,n/a
9147,CLUBTAILS SEX ON THE BEACH,n/a
9148,CLUBTAILS:  PINK LEMONADE,n/a
9149,CLYDE MAY'S 'BOURBON' STRAIGHT BOURBOUN WHISKEY,n/a
9150,CLYDE MAY'S 9YO CASK STRENGTH,n/a
9151,CLYDE MAY'S CASK STRENGTH WHISKEY,n/a
9152,CLYDE MAY'S CONECUH RIDGE WHISKY,n/a
9153,CLYDE MAY'S SINGLE BARREL 5 YEAR STRAIGHT RYE WHISKEY 104P,n/a
9154,CLYDE MAY'S SINGLE BARREL STRAIGHT BOURBON WHISKEY,n/a
9155,CLYDE MAY'S STRAIGHT RYE WHISKEY AGED 9 YEARS,n/a
9156,CLYDE MAY'S STRAIGHT RYE WHISKEY,n/a
9157,CLYDE MAYS CASK STRENGTH 9 YEAR RYE WHISKEY,n/a
9158,CLYNELISH 10YR,n/a
9159,CLYNELISH 26YR,n/a
9160,CLYNELISH SELECT RESERVE,n/a
9161,CLYNELISH SINGLE MALT COASTAL HIGHLAND SCOTCH 14YR,n/a
9162,CNIA MATA VERMOUTH BLANCO,n/a
9163,CNIA MATA VERMOUTH TINTO,n/a
9164,COAST AND BARREL CABERNET SAUVIGNON LODI,n/a
9165,COAST AND BARREL CHARDONNAY LODI,n/a
9166,COAST AND BARREL PINOT NOIR,n/a
9167,COASTAL ESTATES- CABERNET SAUVIGNON,n/a
9168,COASTAL ESTATES- CHARDONNAY,n/a
9169,COASTAL ESTATES- MERLOT,n/a
9170,COASTAL ESTATES- PINOT GRIGIO,n/a
9171,COASTAL ESTATES- PINOT NOIR,n/a
9172,COASTAL ESTATES- SAUVIGNON BLANC,n/a
9173,COASTAL SHAG,n/a
9174,COASTAL VINES CALIFORNIA PINOT NOIR,n/a
9175,COASTAL VINES CALIFORNIA SAUVIGNON BLANC,n/a
9176,COASTAL VINES SPARKLING WINE CALIFORNIA,n/a
9177,COATES & SEELY - BRUT RESERVE,n/a
9178,COATES & SEELY - ROSE,n/a
9179,COBRAFIRE UNAGED EAU DE VIE DE RAISIN,n/a
9180,COCCHI 'DOPO TEATRO' AMARO VERMOUTH,n/a
9181,COCCHI BAROLO CHINATO VERMOUTH,n/a
9182,COCCHI VERMOUTH DI TORINO EXTRA DRY,n/a
9183,COCCHI VERMOUTH DI TORINO,n/a
9184,COCHONNET GAMAY,n/a
9185,COCK OF THE WALK PROPRIETORS RESERVE,n/a
9186,COCKSPUR 12 BAJAN CRAFTED RUM,n/a
9187,COCKSPUR FINE RUM,n/a
9188,COCKSPUR PLATINUM,n/a
9189,COCKTAIL CAVIAR BLUEBERRY & WILDFLOWER,n/a
9190,COCKTAIL CAVIAR ORIGINAL LYCHEE,n/a
9191,COCKTAIL CAVIAR PEACH,n/a
9192,COCKTAIL CAVIAR RASPBERRY,n/a
9193,COCKTAIL CAVIAR STRAWBERRY,n/a
9194,COCKTAIL COURIER PARTY CAN,n/a
9195,COCKTAIL COURIER TRIPLE SPICE MARGARITA,n/a
9196,COCO - COCO RUM ORIGINAL,n/a
9197,COCO - COCO VODKA ORIGINAL,n/a
9198,COCO BAKED,n/a
9199,COCO VODKA - DEADMAU5,n/a
9200,COCOA DI VINE CHOCOLATE & PEANUT BUTTER WINE,n/a
9201,COCOA DI VINE CHOCOLATE & WINE,n/a
9202,COCOA FOR PEANUTS,n/a
9203,COCOBON DARK RED,n/a
9204,COCODRILO CORTE MENDOZA,n/a
9205,COCOMERO ROSE CALIFORNIA,n/a
9206,COCOMERO ROSE WINE VIN DE FRANCE 0089 12.50%,n/a
9207,COCOMUNGO,n/a
9208,CODIGO ANEJO COGNAC,n/a
9209,CODIGO BARREL STRENGTH REPOSADO,n/a
9210,CODIGO CRISTALINO REPOSADO,n/a
9211,CODIGO EXTRA ANEJO COGNAC,n/a
9212,CODIGO EXTRA ANEJO SHERRY,n/a
9213,CODIGO ORIGEN EXTRA ANEJO,n/a
9214,CODIGO RARE HARE EDITION,n/a
9215,CODORNIU NAPA GRAND RESERVE BRUT LOS CARNEROS SPARKING WINE,n/a
9216,COEUR ESTEREEL,n/a
9217,COEVO RED WINE TOSCANA,n/a
9218,COFFEEHOUSE PORTER,n/a
9219,COGNAC 1786 - VSOP,n/a
9220,COGNAC TESSERON - EXPERIENCE 01,n/a
9221,COHO CABERNET SAUVIGNON NAPA VALLEY,n/a
9222,COHO HEADWATERS,n/a
9223,COL D'ORCIA BRUNELLO DI MONTALCINO,n/a
9224,COL D'ORCIA BRUNELLO POGGIO,n/a
9225,COL D'ORCIA NEARCO RED WINE,n/a
9226,COL D'ORCIA SPEZIERI,n/a
9227,COL DE SALICI PROSECCO EXTRA DRY SUPERIORE VALDOBBIANDENE,n/a
9228,COL DI LAMO ROSSO DI MONTALCINO SANGIOVESE,n/a
9229,COL DI SASSO CABERNET SAUVIGNON & SANGIOVESE,n/a
9230,COL DORATO PROSECCO EXTRA DRY,n/a
9231,COL SOLARE CABERNET FRANC COMPONENT COLLECTION RED MOUNTAIN,n/a
9232,COL SOLARE CABERNET SAUVIGNON COLLECTOR'S SOCIETY RED MOUNTAIN,n/a
9233,COL SOLARE CABERNET SAUVIGNON RED MOUNTAIN,n/a
9234,COL SOLARE CABERNET SAUVIGNON TENUTA RED MOUNTAIN,n/a
9235,COL SOLARE CARMENERE COLLECTOR'S SOCIETY RED MOUNTAIN,n/a
9236,COL SOLARE MALBEC COLLECTOR'S SOCIETY RED MOUNTAIN,n/a
9237,COL SOLARE MALBEC COMPONENT COLLECTION RED MOUNTAIN,n/a
9238,COL SOLARE MERLOT COMPONENT COLLECTION RED MOUNTAIN,n/a
9239,COL SOLARE RED BLEND COLLECTOR'S SOCIETY RED MOUNTAIN,n/a
9240,COL SOLARE ROSE COLLECTOR'S SOCIETY 2023,n/a
9241,COL SOLARE ROSE SHINING HILL RED MOUNTAIN,n/a
9242,COL SOLARE SYRAH COMPONENT COLLECTION RED MOUNTAIN,n/a
9243,COL SOLARE WHITE,n/a
9244,COLBITZER PILS,n/a
9245,COLCOMBET CHAMPAGNE BRUT ECLAT,n/a
9246,COLD BEER,n/a
9247,COLDISOLE BRUNELLO DI MONTALCINO,n/a
9248,COLE CELLARS - CABERNET SAUVIGNON,n/a
9249,COLE CELLARS - RED BLEND,n/a
9250,COLE CELLARS CHARDONNAY,n/a
9251,COLE CELLARS SAUVIGNON BLANC,n/a
9252,COLENE CLEMENS ADRIANE PINOT NOIR,n/a
9253,COLENE CLEMENS MARGO PINOT NOIR,n/a
9254,COLENE CLEMENS PINOT NOIR DOPP CREEK,n/a
9255,COLENE CLEMENS VINEYARDS ESTATE CHARDONNAY,n/a
9256,COLGIN JUBILATION NAPA VALLEY RED WINE,n/a
9257,COLIBRI ROSE WINE CENTRAL COAST,n/a
9258,COLIMORO MONTEPULCIANO D'ABRUZZO,n/a
9259,COLIMORO PINOT GRIGIO ALTO ADIGE,n/a
9260,COLIN BAROLLET - BOURGOGNE PINOT NOIR,n/a
9261,COLIN BAROLLET - SAVIGNY-LES-BEAUNE,n/a
9262,COLIN COWHERD'S THE HERD DRAFT PICKS HAZY IPA,n/a
9263,FINCA LA ANITA CABERNET FRANC,n/a
9264,FINCA LA ANITA CABERNET SAUVIGNON,n/a
9265,FINCA LA ANITA PETIT VERDOT,n/a
9266,COLLABORATION ALE,n/a
9267,COLLALBRIGO PINOT GRIGIO,n/a
9268,COLLATERAL NAPA VALLEY RED WINE,n/a
9269,COLLAZZI TOASCANA ROSSO IGT,n/a
9270,COLLE FLORIDO ERBA SALATA RED WINE,n/a
9271,COLLE FLORIDO IL POSTINO ROSE WINE,n/a
9272,COLLE FLORIDO LALENA ROSE WINE,n/a
9273,COLLE FLORIDO SALVO RED WINE,n/a
9274,COLLE MASSARI RIGOLETO ORGANIC MONTECUCCO ROSSO,n/a
9275,COLLECTION ALAIN CORCIA - MEURSAULT,n/a
9276,COLLECTION ALAINE CORCIA BOURGOGNA PINOT NOIR RESERVE,n/a
9277,COLLECTIVE ARTS COLLECTIVE PILSNER,n/a
9278,COLLECTIVE ARTS DECEPTIVE CREATURE NECTARON NEIPA,n/a
9279,COLLECTIVE ARTS SKINNYCAP LEMON VODKA SODA,n/a
9280,COLLECTIVE ARTS SKINNYCAP RASPBERRY VODKA SODA,n/a
9281,COLLECTIVE LAGER,n/a
9282,COLLECTORS - EDITION #1,n/a
9283,COLLEGIATA MONTEPULCIANO D'ABRUZZO,n/a
9284,COLLELEVA,n/a
9285,COLLEMASSARI  VERMENTINO MONTECUCCO DOC MELACCE ORGANIC,n/a
9286,COLLEMASSARI RIGOLETO MONTECUCCO ORGANIC ROSSO DOC,n/a
9287,COLLEPINO SANGIOVESE,n/a
9288,COLLEZIONE DI PAOLO RIFRONZOLI ROSSO DI TOSCANA RED BLEND,n/a
9289,COLLEZIONE PRIVATA PRODUZIONE LIMITATA NO 004 FRIULI COLLI ORIENTALI SAUV BLANC ITALY,n/a
9290,COLLEZIONE VIRAGE ROSE BRUT,n/a
9291,COLLI DI CATONE FRASCATI SUPERIORE,n/a
9292,COLLIDE CABERNET SAUVIGNON DRY CREEK VALLEY SONOMA COUNTY,n/a
9293,COLLINA DALLA VALLE NAPA VALLEY RED WINE,n/a
9294,COLLINA DALLA VALLE NAPA VALLEY RED,n/a
9295,COLLINA DEI LECCI SANGIOVESE RISERVA,n/a
9296,COLLINA SAN PONZIO FOSSATI,n/a
9297,COLLINA SERRAGRILI DOLCETTO D'ALBA ALESSANDRO II,n/a
9298,COLLINA SERRAGRILI LANGHE NEBBIOLO BAILE,n/a
9299,COLLINA SERRAGRILI ROERO ARNEIS BRANCHE,n/a
9300,COLLINA SERRAGRILLI BARBARESCO SERRAGRILLI,n/a
9301,COLLINA SERRAGRILLI BARBERA SERRAIA,n/a
9302,COLLINA SERRAGRILLI GAVI DI GAVI NAJE,n/a
9303,COLOMBO MARSALA DRY,n/a
9304,COLOMBO MARSALA SWEET,n/a
9305,COLOME 1831 MALBEC VALLE CALCHAQUI SALTA,n/a
9306,COLOME ALTURA MAXIMA MALBEC VALLE CALCHAQUI SALTA,n/a
9307,COLOME AUTENTICO MALBEC SALTA,n/a
9308,COLOME EL ARENAL MALBEC SALTA,n/a
9309,COLOME VALLE CALCHAQUI MALBEC SALTA,n/a
9310,COLONEL E H TAYLOR AMARANTH,n/a
9311,COLONEL E.H. TAYLOR,n/a
9312,COLONEL JAMES PINOT NOIR RUSSIAN RIVER VALLEY,n/a
9313,COLONIAL TAVERN ALE,n/a
9314,COLOR AND SOUND CABERNET SAUVIGNON NAPA VALLEY,n/a
9315,COLOR AND SOUND CABERNET SAUVIGNON OAKVILLE,n/a
9316,COLOR AND SOUND CHARDONNAY SONOMA COUNTY,n/a
9317,COLOR AND SOUND ROSE WINE LOS CARNEROS,n/a
9318,COLOR OF SNOW PINOT NOIR CALIFORNIA,n/a
9319,COLOR WASH ROSE CALIFORNIA,n/a
9320,COLOR WASH SAUVIGNON BLANC LODI CALIFORNIA,n/a
9321,COLORES DEL SOL CABERNET SAUVIGNON MENDOZA,n/a
9322,COLORES DEL SOL MALBEC MENDOZA BRONCO,n/a
9323,COLORFUL HONKAKU SHOCHU,n/a
9324,COLORI DI GIADA LAMBRUSCO,n/a
9325,COLORI DI GIADA RED SANGRIA,n/a
9326,COLORI DI GIADA TROPICAL MANGO SANGRIA,n/a
9327,COLORI DI GIADA TROPICAL PASSION FRUIT SANGRIA,n/a
9328,COLOSSAL RESERVA,n/a
9329,COLOSSAL ROSE,n/a
9330,COLOSSAL WHITE,n/a
9331,PORT DUNDAS 12 YEARS,n/a
9332,COLT 45 HIGH GRAVITY LAGER,n/a
9333,COLT 45 MALT LIQUOR,n/a
9334,COLTIFREDI CHIANTI CLASSICO,n/a
9335,COLUMBIA CATALYST SPARKLING,n/a
9336,COLUMBIA CRES RED GRAND ESTATES GOLD COLUMBIA VALLEY,n/a
9337,COLUMBIA CREST CABERNET FRANC RESERVE FOUR FEATHERS VINEYARD COLUMBIA VALLEY,n/a
9338,COLUMBIA CREST CABERNET FRANC RESERVE WEINBAU VINEYARD WAHLUKE SLOPE,n/a
9339,COLUMBIA CREST CABERNET FRANC RESERVE,n/a
9340,COLUMBIA CREST CABERNET SAUVIGNON RESERVE BEVERLY VINEYARD COLUMBIA VALLEY,n/a
9341,COLUMBIA CREST CABERNET SAUVIGNON RESERVE CLONE 2 WAUTOMA SPRENGS VINEYARD COLUMBIA VALLEY,n/a
9342,COLUMBIA CREST CABERNET SAUVIGNON RESERVE CLONE 8 WAUTOMA SPRINGS VINEYARD COLUMBIA VALLEY,n/a
9343,COLUMBIA CREST CABERNET SAUVIGNON RESERVE COLUMBIA VALLEY,n/a
9344,COLUMBIA CREST CABERNET SAUVIGNON RESERVE FOUR FEATHERS VINEYARD COLUMBIA VALLEY,n/a
9345,COLUMBIA CREST CABERNET SAUVIGNON RESERVE HEART OF THE HILL VINEYARD RED MOUNTAIN,n/a
9346,COLUMBIA CREST CABERNET SAUVIGNON RESERVE HORSE HEAVENS HILLS,n/a
9347,COLUMBIA CREST CABERNET SAUVIGNON RESERVE KIONA VINEYARDS RED MTN,n/a
9348,COLUMBIA CREST CABERNET SAUVIGNON RESERVE STONETREE VINEYARD WAHLUKE SLOPE,n/a
9349,COLUMBIA CREST CABERNET SAUVIGNON RESERVE WAUTOMA SPRINGS VINEYARD 2021,n/a
9350,COLUMBIA CREST CABERNET SAUVIGNON RESERVE WAUTOMA SPRINGS VINEYARDS COLUMBIA VALLEY,n/a
9351,COLUMBIA CREST CABERNET SAUVIGNON RESERVE,n/a
9352,COLUMBIA CREST CABERNET SAUVIGNON ROSE RESERVE HORSE HEAVEN HILLS,n/a
9353,COLUMBIA CREST CABERNET SAUVIGNON WHITE RESERVE HORSE HEAVEN HILLS,n/a
9354,COLUMBIA CREST CABERNET SAUVIGNON,n/a
9355,COLUMBIA CREST CHARDONNAY GRAND ESTATES WASHINGTON,n/a
9356,COLUMBIA CREST CHARDONNAY,n/a
9357,COLUMBIA CREST GRENACHE RESERVE COYOTE CANYON VINEYARD HORSE HEAVEN HILLS,n/a
9358,COLUMBIA CREST MALBEC RESERVE ANDREWS & ROWELL VINWYARD HORSE HAVEN HILLS,n/a
9359,COLUMBIA CREST MALBEC RESERVE SPICE CABERNET VINEYARD HORSE HEAVEN HILLS,n/a
9360,COLUMBIA CREST MERLOT GRAND ESTATES WASHINGTON,n/a
9361,COLUMBIA CREST MERLOT RESERVE FOUR FEATHERS VINEYARD COLUMBIA VALLEY,n/a
9362,COLUMBIA CREST MERLOT RESERVE PHEASANT RUN VINEYARD WALLA WALLA VALLEY,n/a
9363,COLUMBIA CREST MERLOT RESERVE SEVEN HILLS VINEYARD WALLA WALLA VALLEY,n/a
9364,COLUMBIA CREST MERLOT,n/a
9365,COLUMBIA CREST PETIT VERDOT RESERVE ANDREWS & ROWELL VINEYARD HORSE HEAVEN HILLS,n/a
9366,COLUMBIA CREST PINOT NOIR THE CHEESECAKE FACTORY CALIFORNIA,n/a
9367,COLUMBIA CREST PRIMITIVO RESERVE STONE TREE VYD 2021,n/a
9368,COLUMBIA CREST RED BLEND GRAND ESTATES WASHINGTON,n/a
9369,COLUMBIA CREST RED BLEND RESERVE COYOTE VINEYARD HORSE HEAVEN HILLS,n/a
9370,COLUMBIA CREST RED BLEND RESERVE WALLA WALLA VALLEY,n/a
9371,COLUMBIA CREST RED BLEND RESERVE-BEVERLY VINEYARDS COLUMBIA VALLEY,n/a
9372,COLUMBIA CREST RED PRIVATE RESERVE WALTER CLORE,n/a
9373,COLUMBIA CREST RIESLING ICE WINE RESERVE HORSE HEAVEN HILLS,n/a
9374,COLUMBIA CREST SAUVIGNON BLANC RESERVE PHINNY HILL VINEYARD  ALDERDALE FARM HORSE HEAVEN HILLS,n/a
9375,COLUMBIA CREST SYRAH GRAND ESTATES WASHINGTON,n/a
9376,COLUMBIA CREST SYRAH RESERVE HORSE HEAVEN HILLS,n/a
9377,COLUMBIA CREST TEMPRANILLO,n/a
9378,COLUMBIA CREST UNOAKED CHARDONAY GRAND ESTATES WASHINGTON,n/a
9379,COLUMBIA CREST ZINFANDEL RESERVE STONE TREE VINEYARD COLUMBIA VALLEY,n/a
9380,COLUMBIA VALLEY OLD VINE CHENIN BLANC,n/a
9381,COLUMBIA WINERY 2012 COLUMBIA VALLEY PINOT GRIS,n/a
9382,COLUMBIA WINERY BARBERA COLUMBIA VALLEY,n/a
9383,COLUMBIA WINERY CABERNET FRANC HORSE HEAVEN HILLS,n/a
9384,COLUMBIA WINERY CABERNET FRANC HORSE HEVEN HILLS,n/a
9385,COLUMBIA WINERY CABERNET SAUVIGNON COLUMBIA VALLEY,n/a
9386,COLUMBIA WINERY CABERNET SAUVIGNON RED MOUNTAIN,n/a
9387,COLUMBIA WINERY CELLARMASTER'S RIESLING COLUMBIA VALLEY,n/a
9388,COLUMBIA WINERY CHARDONNAY,n/a
9389,COLUMBIA WINERY COLUMBIA VALLEY SYRAH,n/a
9390,COLUMBIA WINERY GRENACHE COLUMBIA VALLEY,n/a
